id,d1,hispanic,race,racethn,nativity,racethn2,q1a,q1b,q1c,q1d,q1e,q2,q3,q4a,q4b,q4c,q5,q6,q6a,q8,q10a,q10b,q10c,q10d,q11,end_q11,q12,q13,q14,end_q14,vacc1,q16,q17,end_q17,vaches,q18,q19,vacc2,q20a,q20b,q23,q22,q24,q25,end_q25,q26a,q26b,q26c,q26e,q26f,q26g,q26h,employ,recemploy,selfemploy,q27,q28a,q28b,q28c,q28d,q28e,q28f,end_q28,q29,q30,q31a,q31b,q31c,q32a,q34a,q34b,q34c,q34d,q34e,q34f,q34g,q34h,q35,end_q35,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2,voted2ot,q33,q33ot,religionimp,bornagain,essential,heal1a,essential2,delayedcare,care,careot,coverage,agecov,covtype,agecovtype,rgender,gendervar,lgbt,flu,test1,test3,coviddeath,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,int1,int3,curlangx,hhadults,int,length,cstate,cregion,intvwdate,timezoneid,sample,userdata,bident1,bssrs_match_code,sstate,sregion,sdivision,stz,bmsc,bprepaid_cell_flag,bactivity_flag_detailed,bactivity_flag_summary,bcdcusr,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,bident4,gotvax,vaxtry,vaxtry2,vaxprefpos,vaxprefneg,anyvax,vaches_rec,vaches_rec2,essentialnonhc,healthworker,workertype,knowvacc,clsknowvacc,recage6,lang,Division,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,USR,USR_NEW,state
00000103,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough","No, does not have enough",More to help people living in and around large cities,Yes,Less than 15 minutes,Less than 15 minutes,15 minutes to under 30 minutes,Very worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,307,No, , ,14,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,27,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Do not have enough information,Do not have enough information,Eligible,Yes,No,No vaccine available,167, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,26,Major differences,Strong preference,Definitely get it,Definitely get it,Probably get it,The level of effectiveness, , , , , , , , , ,0,66, ,65+,65+,65+,60-69,65+,No,Married,Yes,"Yes, voted",Joe Biden, ,Small town, ,"Very important, but not the most important","No, not born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance, ,Plan through your spouse's employer, ,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",Yes,Yes,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K,"Yes, have cell phone", , ,Yes, ,English,2,Yes,1291,Pennsylvania,Northeast,210317,62,landline,KFF prescreened,Else,17003106,Pennsylvania,Northeast,Mid Atlantic,E,Rural- Non-Metro, , , ,Rural (CDC 4-6),State,Yes,Yes - Democratic/Independent,No,.6485,13.766,.2593,.4827,N/A,Has not been vaccinated,Tried but could not get appointment,Tried but could not get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,65+,English,Mid Atlantic,Dual,Dual HH,Micropolitan,Rural (CDC=4-6),LL KFF PS,PENNSYLVANIA,Suburban,Rural,1
00000107,Male,No,Other or mixed race,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","Yes, has enough","No, does not have enough","No, does not have enough","No, does not have enough","No, does not have enough", , , , , ,Not at all worried,Refused,Yes,Generally correct,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,176,No, , ,13,"No, have not gotten the vaccine", ,Less than 15 minutes,21,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,No,Do not have enough information,Do not have enough information,Not eligible,No, , ,59,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not applicable (Vol.),Not at all concerned,Employed full-time,EMPLOYED,"Yes, self-employed",Don't know, , , ,"Yes, more likely",Refused,"No, not more likely",234,Major differences,Strong preference,Probably not get it,Probably get it,Probably get it,Prefer one-does/one-shot vaccine (general),"No, not more likely","No, not more likely","Yes, more likely","Yes, more likely","No, not more likely","Yes, more likely","Yes, more likely","No, not more likely","No, not more likely",152,42, ,18-64,30-49,35-44,40-59,30-44,No,Never been married,No, , , ,Small town, ,Not at all important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan,Man,MALE,No,No,"Yes, someone else I know tested positive",Yes,No,No one in household has a serious health condition,Or what?,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Refused,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Refused,DK/RF, , ,"No, no home telephone", , ,English,1,Yes,1297,Pennsylvania,Northeast,210316,62,Cell phone,KFF prescreened,Else,17002325,Pennsylvania,Northeast,Mid Atlantic, , ,Unknown,A7,A,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,1.311,16.436,.3096,.5764,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Pfizer vaccine,Else,Wait and see,Wait and see,No,No,Other employed,Do not know anyone vaccinated,No one close vaccinated,40-64,English,Mid Atlantic,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL KFF PS,PENNSYLVANIA,Suburban,Suburban,1
00000141,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough",Don't know, , , , , ,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly",Don't know,"Yes, is being distributed fairly",Yes,423,Yes - major impact,No, ,44,"Yes, got both doses of a two-dose vaccine",30 minutes to under an hour, ,38, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,17, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,28, , , , , , , , , , , , , , , ,0,82, ,65+,65+,65+,75+,65+,No,Married,Yes,"Yes, voted",Joe Biden, ,Rural, ,Not at all important,"No, not born-again or Evangelical", ,No, ,No,A neighborhood clinic or health center, ,Covered by health insurance, ,Medicare, ,Man,MALE,No,Yes,No,No, ,"Yes, both myself and someone else in my household have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K,"Yes, have cell phone", , , , ,English,2,Yes,1083,Minnesota,North Central,210316,65,landline,KFF prescreened,Else,17000427,Minnesota,North Central,West North Central,C,Urban- Center City (Metro), , , ,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,.6888,17.563,.3308,.6159,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Else,65+,English,West North Central,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",LL KFF PS,MINNESOTA,Urban,Urban,1
00000147,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough", , , , , ,Not at all worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Yes,237,Yes - major impact,No, ,35,"Yes, got both doses of a two-dose vaccine",Less than 15 minutes, ,40, , ,Getting vaccinated is a personal choice, , , , , , , ,31, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,57, , , , , , , , , , , , , , , ,0,Refused,50-64,18-64,50-64, , , ,Yes,Married,Yes,"Yes, voted",Joe Biden, ,Small town, ,Somewhat important,"No, not born-again or Evangelical",Yes,"Yes, I work in a health care delivery setting", ,No,Or do you have no usual source of care,"iM A DOCTOR, I TREAT MYSELF",Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,Yes,"Yes, someone else in my household tested positive",Yes,No,"Yes, someone else in my household has a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone", , ,English,3,Yes,1035,Michigan,North Central,210316,62,Cell phone,KFF prescreened,Else,17004564,Michigan,North Central,East North Central, , ,Unknown,A7,A,Suburban (CDC 2-3),Federal,Yes,Yes - Democratic/Independent,Yes,1.5099,30.319,.571,1.0632,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,Yes,Health care worker,Personally vaccinated,Else,40-64,English,East North Central,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL KFF PS,MICHIGAN,Urban,Suburban,MICHIGAN
00000148,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","No, does not have enough","No, does not have enough","Yes, has enough","Yes, has enough","No, does not have enough",More to help people living in and around large cities,Refused,An hour or longer,30 minutes to under an hour,30 minutes to under an hour,Somewhat worried,Every time,Yes,Generally underestimated,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,396,Yes - minor impact,No, ,35,"Yes, got both doses of a two-dose vaccine",30 minutes to under an hour, ,42, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,30, , , , , , , ,Retired,RETIRED, ,"No, should not be allowed to require vaccination", , , , , , ,57, , , , , , , , , , , , , , , ,0,74, ,65+,65+,65+,70-74,65+,No,Married,Yes,"Yes, voted",Joe Biden, ,Rural, ,Somewhat important,"No, not born-again or Evangelical", ,No, ,No,VA/Veterans' hospital/Military clinic,VA CLINIC,Covered by health insurance, ,Medicare, ,Man,MALE,No,Yes,"Yes, someone else I know tested positive",Yes,Yes,No one in household has a serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$90,000 to less than $100,000",$90K+, , ,"Yes, has a home telephone",Yes, ,English,2,Yes,1120,Montana,West,210317,70,Cell phone,KFF prescreened,Else,17001797,Montana,West,Mountain, , ,Unknown,A7,A,Rural (CDC 4-6),Federal,Yes,Yes - Democratic/Independent,No,.4244,10.004,.1884,.3508,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Else,65+,English,Mountain,Dual,Dual HH,Non-core,Rural (CDC=4-6),CELL KFF PS,MONTANA,Rural,Rural,1
00000151,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","Yes, has enough","No, does not have enough", , , , , ,Not too worried,Every time,Yes,Generally correct,"No, is not being distributed fairly",Don't know,"No, is not being distributed fairly",Don't know,No,267,Yes - major impact,No, ,39,"Yes, got first of two doses",30 minutes to under an hour, ,55, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,24, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,46, , , , , , , , , , , , , , , ,0,69, ,65+,65+,65+,60-69,65+,No,Married,Yes,"Yes, voted",Joe Biden, ,Small town, ,"Very important, but not the most important","No, not born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance, ,Medicare, ,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",Yes,No,"Yes, both myself and someone else in my household have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K,"Yes, have cell phone", , , , ,English,2,Yes,1154,Tennessee,South,210316,62,landline,KFF prescreened,Else,17005685,Tennessee,South,East South Central,E,Suburban (Metro), , , ,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,.5985,19.456,.3664,.6823,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Personally vaccinated,65+,English,East South Central,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",LL KFF PS,TENNESSEE,Suburban,Suburban,1
00000165,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"No, is not being distributed fairly",Don't know,"No, is not being distributed fairly","No, is not being distributed fairly",Yes,159,No, , ,11,"No, have not gotten the vaccine", ,Less than 15 minutes,32,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Do not have enough information,Not eligible,No, , ,75, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,35,Minor differences,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,47, ,18-64,30-49,45-54,40-59,45-64,Yes,Married,Yes,"Yes, voted",Joe Biden, ,Urban, ,Somewhat important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer,Spouse's employer,Man,MALE,No,Yes,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone", , ,English,2,Yes,869,California,West,210316,71,Cell phone,KFF prescreened,Else,17002650,California,West,Pacific, , ,Unknown,A7,A,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,.9185,49.027,.9233,1.7193,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,Pacific,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL KFF PS,CALIFORNIA,Suburban,Suburban,1
00000174,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough",Don't know,"Yes, has enough","No, does not have enough", , , , , ,Somewhat worried,Most of the time,Yes,Generally correct,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,156,No, , ,11,"Yes, got both doses of a two-dose vaccine",15 minutes to under 30 minutes, ,34, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,16, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,30, , , , , , , , , , , , , , , ,0,60, ,18-64,50-64,55-64,60-69,45-64,No,Never been married,Yes,"Yes, voted",Joe Biden, ,Urban, ,Not at all important,"No, not born-again or Evangelical",Yes,"Yes, I work in a health care delivery setting", ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,Yes,Yes,"Yes, someone else I know tested positive",Yes,Yes,No one in household has a serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone", , ,English,1,Yes,642,Texas,South,210319,65,Cell phone,KFF prescreened,Else,17005367,Texas,South,West South Central, , ,Unknown,A5,A,Urban (CDC 1),Federal,No/Maybe,No/Maybe,No,1.1111,25.823,.4863,.9056,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,Yes,Health care worker,Personally vaccinated,Else,40-64,English,West South Central,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL KFF PS,TEXAS,Urban,Urban,1
00000176,Female,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","No, does not have enough","No, does not have enough","Yes, has enough","Yes, has enough","No, does not have enough",More to help people living in and around large cities,No,15 minutes to under 30 minutes,Less than 15 minutes,15 minutes to under 30 minutes,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,240,No, , ,19,"Yes, got both doses of a two-dose vaccine",15 minutes to under 30 minutes, ,27, , ,Getting vaccinated is a personal choice, , , , , , , ,17, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,34, , , , , , , , , , , , , , , ,0,Refused,65+,65+,65+,65+, ,65+,No,Widowed,Yes,"Yes, voted",Refused, ,Small town, ,The most important thing in your life,"Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance, ,Medicare, ,Woman,FEMALE,No,Yes,No,No, ,"Yes, I have a serious health condition",Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K,"Yes, have cell phone", , ,Yes, ,English,1,Yes,837,Illinois,North Central,210318,65,landline,KFF prescreened,Else,17001037,Illinois,North Central,East North Central,C,Rural- Non-Metro, , , ,Rural (CDC 4-6),Federal,Yes,Yes - Democratic/Independent,No,.5824,21.062,.3967,.7386,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Else,65+,English,East North Central,Dual,Dual HH,Micropolitan,Rural (CDC=4-6),LL KFF PS,ILLINOIS,Suburban,Rural,1
00000183,Male,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough",Helps both about equally,No,Less than 15 minutes,Less than 15 minutes,Less than 15 minutes,Not too worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,219,No, , ,9,"Yes, got first of two doses",Less than 15 minutes, ,26, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,13, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination", , , , , , ,35, , , , , , , , , , , , , , , ,0,62, ,18-64,50-64,55-64,60-69,45-64,Yes,Married,Yes,"Yes, voted",Refused, ,Small town, ,Not too important,"No, not born-again or Evangelical",Yes,No,Some other setting,No,A neighborhood clinic or health center, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,Yes,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$90,000 to less than $100,000",$90K+,"No, do not","Yes, someone in household has cell phone", ,No,No,English,2,Yes,788,Montana,West,210318,70,landline,KFF prescreened,Else,17001779,Montana,West,Mountain,M,Rural- Non-Metro, , , ,Rural (CDC 4-6),Federal,Yes,Yes - Democratic/Independent,No,.6772,35.766,.6736,1.2543,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,Yes,No,Essential worker non-health,Personally vaccinated,Personally vaccinated,40-64,English,Mountain,LLO,Dual HH,Non-core,Rural (CDC=4-6),LL KFF PS,MONTANA,Rural,Rural,1
00000190,Female,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"No, does not have enough","No, does not have enough","No, does not have enough","No, does not have enough","No, does not have enough", , , , , ,Not at all worried,Every time,Yes,Generally exaggerated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,206,No, , ,11,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,55,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is a personal choice,"Yes, someone else I know, not a family member or close friend, has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,107,Not at all concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","Yes, more likely","Yes, more likely", ,"Yes, more likely","No, not more likely","No, not more likely",286,Not sure,Strong preference,Probably get it,Probably get it,Definitely not get it,Preference based on brand name/reputation,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",214,50, ,18-64,50-64,45-54,40-59,45-64,No,Divorced,Yes,"Yes, voted",Donald Trump, ,Urban, ,Not at all important,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",No, ,"Yes, I have a serious health condition",Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone", , ,English,2,Yes,1607,Pennsylvania,Northeast,210316,62,Cell phone,KFF prescreened,Hispanic,17000755,Pennsylvania,Northeast,Mid Atlantic, , ,Unknown,A7,A,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,2.1369,43.65,.8221,1.5307,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Prefer to NOT get Johnson and Johnson vaccine,Else,Wait and see,Wait and see,No,No,Other employed,Know someone vaccinated,No one close vaccinated,40-64,English,Mid Atlantic,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL KFF PS,PENNSYLVANIA,Suburban,Suburban,1
